dt_trading,2011-11-01,2011-11-02,2011-11-03,2011-11-04,2011-11-07,2011-11-08,2011-11-09,2011-11-10,2011-11-11,2011-11-14,2011-11-15,2011-11-16,2011-11-17,2011-11-18,2011-11-21,2011-11-22,2011-11-23,2011-11-24,2011-11-25,2011-11-28,2011-11-29,2011-11-30,2011-12-01,2011-12-02,2011-12-05,2011-12-06,2011-12-07,2011-12-08,2011-12-09,2011-12-12,2011-12-13,2011-12-14,2011-12-15,2011-12-16,2011-12-19,2011-12-20,2011-12-21,2011-12-22,2011-12-23,2011-12-28,2011-12-29,2011-12-30,2012-01-03,2012-01-04,2012-01-05,2012-01-06,2012-01-09,2012-01-10,2012-01-11,2012-01-12,2012-01-13,2012-01-16,2012-01-17,2012-01-18,2012-01-19,2012-01-20,2012-01-23,2012-01-24,2012-01-25,2012-01-26,2012-01-27,2012-01-30,2012-01-31,2012-02-01,2012-02-02,2012-02-03,2012-02-06,2012-02-07,2012-02-08,2012-02-09,2012-02-10,2012-02-13,2012-02-14,2012-02-15,2012-02-16,2012-02-17,2012-02-20,2012-02-21,2012-02-22,2012-02-23,2012-02-24,2012-02-27,2012-02-28
2011-11-15,24.609132875464464,23.32370570078348,24.03318994173026,23.935244539145177,24.99929312609288,24.445910232655862,24.349218608788895,23.402993755438008,23.59157052515463,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-16,24.670048983015498,23.438562478673276,24.112439655839488,24.027750741763914,25.07619578129078,24.529306419342593,24.4138420794171,23.522684305320364,23.682232548634836,24.421697607425045,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-17,24.72854819217936,23.549189930667513,24.188402720481818,24.116538857347738,25.14998665338978,24.60953542360534,24.47587360692926,23.638632002642453,23.77115102159646,24.442960172492057,24.520319990134006,24.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-18,24.78457972238145,23.655464014624837,24.260978756972424,24.201398712088935,25.220452203624752,24.686323874091983,24.53503870291017,23.750304064874996,23.857581379081996,24.46339576492453,24.5402397275075,24.387995292681108,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-21,24.937604462044234,23.947357627692533,24.457782013814608,24.430917634172264,25.410348488151378,24.89398695212646,24.693269772317546,24.05542711329812,24.095826836074608,24.516611346053583,24.594255011627165,24.495791358885953,24.144448199260836,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-22,24.983582842084125,24.03555380586299,24.516340955022088,24.498776922122673,25.46615996682186,24.955179157657284,24.739129931093625,24.146120139953847,24.166630718037535,24.53086910752772,24.609479731626088,24.527977316689903,24.188868600909547,24.04135526851261,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-23,25.027083668862424,24.119208396120488,24.571412077782778,24.56226774118455,25.518165382459877,25.01223871540374,24.781430471066564,24.230962116429307,24.232552386704445,24.5431243460982,24.623004481602024,24.55765169447158,24.230405120448324,24.081610967752617,24.58280393665454,24.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-24,25.068153773233824,24.19837015265597,24.62305544466349,24.621424181947248,25.56638597736316,25.065162159114642,24.820168605742808,24.3098556592175,24.293378767904887,24.55329760367574,24.634717241964175,24.584552518632652,24.268615877142924,24.119817093742743,24.565696123877984,24.523594651457604,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-25,25.10685625462453,24.273116629049074,24.671357858439645,24.676321045732973,25.610882124006615,25.11399100672229,24.85538683228241,24.382775951315153,24.348985369266245,24.56136130615931,24.644555226462217,24.608498585665252,24.303171981234975,24.155206305997716,24.548766751743575,24.49754236565753,24.12124506073677,24.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-28,25.20963298374808,24.472071904001325,24.797488512024103,24.816812849443018,25.723214551784178,25.236999915001075,24.941026289485944,24.56653765098783,24.48457029755729,24.57339760185835,24.662931162375468,24.66200776027067,24.38331834495027,24.23947125369902,24.499984869543287,24.42443481633578,24.17632979602218,24.035168411842847,24.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-29,25.2398213389093,24.530508783395675,24.83382994530841,24.856233633199803,25.754199233680218,25.27076524118851,24.963495528151597,24.61676810036486,24.519824491792996,24.573785022719182,24.66562684772321,24.673938165520216,24.402226760565952,24.259482337094106,24.48471567320767,24.40250193109395,24.189963647022672,24.029909363188,24.012215189741507,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11-30,25.268201596794192,24.585350141376594,24.867665542494386,24.892379507583325,25.782348282348106,25.301318323686537,24.98333659928496,24.661989711590717,24.550565171294156,24.572703277803594,24.666872326062276,24.68321934745911,24.4175309394254,24.27551200252781,24.47010894700947,24.382053050492452,24.20085977002007,24.024497443202197,23.97778481025849,23.609474427247306,23.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-01,25.294934468258266,24.636846327855988,24.899242547609116,24.92556953831287,25.807956851325596,25.32897058552838,25.000863701967734,24.70261306668441,24.577199334475225,24.570436096939662,24.666900211185148,24.690154723122323,24.429579937625487,24.287861788794945,24.456267990575853,24.363181242828638,24.20912084014038,24.01899845041703,23.948330360853735,23.61644227071381,23.267822420227432,22.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-02,25.320193826440455,24.68527139330306,24.928829929908662,24.956156234708786,25.831352297772902,25.354070735214595,25.01642845931755,24.73910966556044,24.600208820682546,24.5673104398571,24.66598444550694,24.695116216903195,24.43881925050231,24.296987141252224,24.443297039218557,24.345939827363512,24.215040028633787,24.013514455907664,23.92383725362787,23.623410097361273,23.285608321010493,22.596251519867312,22.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-05,25.38877820812703,24.814741491846036,25.008203296988672,25.03564585380481,25.891370672292506,25.417386439427716,25.054692387429036,24.828378708066655,24.652141871612393,24.555888788829947,24.66019187815198,24.70174979731539,24.454019139019874,24.309573496752957,24.41054448459564,24.30437345125925,24.221876408530896,23.99817067331176,23.87612281960639,23.644311592644808,23.33840494793637,22.73385928950681,22.366403779987408,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-06,25.409745984520846,24.853440229221164,25.03231077022687,25.05907594588188,25.908937351353476,25.435516423136473,25.06565652163111,24.852793765811057,24.665183102640203,24.55233863922348,24.65803827220136,24.702304843571643,24.456238229816435,24.31023167288831,24.401953563365296,24.29400201695687,24.221468462085483,23.993731120093983,23.867614814861383,23.651276843933026,23.355711609685354,22.778991653111394,22.4047236702169,22.053715582689513,22.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-07,25.42999760434363,24.890285148850943,25.055599206236156,25.081440675365467,25.925718012916256,25.452626331200136,25.076190309180635,24.87518433363344,24.676747153022816,24.549340765772534,24.65613208130647,24.702531179022085,24.457640638604772,24.309761892675848,24.39464278349473,24.285406723135843,24.220157225617736,23.989766636103187,23.862245091824818,23.658240200022185,23.372823937133997,22.823593061015586,22.442646373789152,22.107247976455298,22.855904121754758,22.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-08,25.449658626175665,24.925483325586413,25.07826216656958,25.10299436299365,25.941948140701815,25.46897132428611,25.086545757352333,24.895906108997096,24.687194672570726,24.547122071223473,24.654666151651224,24.702699793099747,24.45855732680212,24.308515186439482,24.388670407281037,24.278599103443774,24.218184698312548,23.98635058762222,23.859698951376494,23.66520091063319,23.38971561408325,22.867574858449622,22.4800864019917,22.160422768247496,22.86174730899422,22.5652659301719,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-09,25.468846040112194,24.959229818849597,25.100479805549465,25.123973732176328,25.957846725421902,25.484789650225643,25.096956915231413,24.915293459024785,24.69686365936973,24.545891229838517,24.653818377486733,24.703062589739087,24.459297061831947,24.306820332118537,24.384086801404205,24.27358472931392,24.215778180204786,23.983550232294498,23.859675943618473,23.67215810061926,23.40636207114289,22.91085429115569,22.516963867426977,22.213076394573342,22.8674728516949,22.580434435129646,23.19699040995887,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-12,25.524608008225062,25.053529560590544,25.166061229129657,25.18556920322718,26.0054957331689,25.531213410935674,25.130595765122262,24.968472673211707,24.724239628260847,24.54993914002879,24.656538651456703,24.707548831893508,24.463209312244572,24.30200087427294,24.379053838338866,24.269267361415288,24.20800719416426,23.979424272074127,23.87195495584063,23.692997922344457,23.454610631214408,23.03573936600701,22.623506032877042,22.3664343614432,22.88345423735524,22.624480874490853,23.18766452688688,23.161571903073924,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-13,25.542899521830567,25.08317960560465,25.188030981303402,25.20626658616268,26.02192819256067,25.546969289878756,25.14321108889261,24.98543938631253,24.73372143042829,24.554381884240136,24.659643403110096,24.710825688153093,24.46588502896381,24.30135615931549,24.380371068268094,24.271362439580262,24.205843730194264,23.979637093005685,23.879304964309505,23.69992978100893,23.47006545099006,23.075499807461817,22.657446399565593,22.415580645133492,22.888245367004046,22.63842282364131,23.18437535221491,23.181536602568777,23.527122197992966,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-14,25.56117385074075,25.11217303282145,25.21025507527385,25.227309307779098,26.03887666730774,25.563136048289284,25.156782994953645,25.002423554583235,24.74377491440541,24.56058242566492,24.66403150251762,24.715269964168325,24.46959471972648,24.30157340020147,24.38321046767813,24.27518918725876,24.204162288345586,23.980710265716628,23.887889594312803,23.706851870299065,23.48517840605751,23.114232620578647,22.690508786222544,22.463547661511786,22.892712474977937,22.651886433555628,23.18096450692082,23.20104877121292,23.554066913288747,23.40787549316965,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-15,25.579496574140467,25.140632809088913,25.232833221978808,25.24882850751711,26.05646119006667,25.579850456981557,25.171437783253467,25.01963156310339,24.754602167929825,24.568640067660617,24.66979113233354,24.721019050882337,24.47451398799351,24.302847860562753,24.387575029546547,24.28071740259804,24.203101973752926,23.982674396013973,23.897493891286125,23.713762565861895,23.499935407879555,23.15189045417132,22.72264691333974,22.510235733332582,22.89682961003703,22.6648179671722,23.177418741271403,23.22001929636731,23.58066844314066,23.415643294621443,23.520971377148896,23.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-16,25.597924702729486,25.168669885826002,25.255851725125304,25.270937727489205,26.074785300484823,25.597232373933746,25.18728379555068,25.03724846661205,24.766382627014487,24.57863588510061,24.676995523279277,24.728191253739677,24.48079624323206,24.305352551646624,24.393459851233843,24.287910921531036,24.202787192400933,23.98555398106535,23.90791714988731,23.720660118476758,23.514324114727806,23.188431857565575,22.7538201027239,22.5555558310583,22.900575929003885,22.67717115895546,23.17372853123061,23.238368802323475,23.606775618868117,23.423204891791013,23.541738290136255,23.637662146211518,22.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-19,25.65428309935425,25.251174201609405,25.32821130182314,25.34167697001177,26.134983159030075,25.65432806158897,25.24278322116988,25.09408313935152,24.80889782188892,24.620789711558242,24.707785291117684,24.759143331139,24.50902211554203,24.32164433593805,24.420068414557942,24.31903222600651,24.207339620385262,23.999838806828805,23.94230738037041,23.74125455341144,23.555183250278578,23.291031487494468,22.841227282269053,22.68257769990719,22.909458178513386,22.71041010084063,23.161751879856403,23.289043501876115,23.680832967655398,23.44383583044794,23.601030030570197,23.60086538234926,22.94452890426877,23.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-20,25.673531585997033,25.278389685834345,25.353586123191135,25.366929745480977,26.156971156374595,25.67524033463923,25.264118383252303,25.11475956339402,24.82583242885009,24.638984409826694,24.72120199514091,24.77280934304417,24.52184653346308,24.330355014693655,24.431827336784327,24.33240607435691,24.21095704884207,24.006503009784453,23.954284416506674,23.748079544673843,23.5680102961246,23.322810673591352,22.868245965086434,22.721748560034232,22.91161496258588,22.720136700456173,23.157463165832215,23.30430991256573,23.70373588428912,23.44981133861975,23.61929582157981,23.588752322562705,22.97454873234401,23.239358084680035,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-21,25.693042004052074,25.30555699618854,25.37963171107458,25.393076291823665,26.17996904447709,25.697165713297842,25.28691710528236,25.136450201012288,24.844277645565807,24.659249230644452,24.736205334909005,24.788203715837135,24.53646807578508,24.340827194639644,24.44496357137602,24.34717497275063,24.215721553212454,24.014113523741212,23.96629062589388,23.754880773869516,23.580433540487476,23.353354683797654,22.894180338927953,22.759266013996445,22.91337333561566,22.729165703451432,23.153038272693372,23.31870447947314,23.72560223655287,23.45525536186447,23.636614042024775,23.57675988530661,23.00338871634725,23.228770266580295,22.897647805831284,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-22,25.71281995330877,25.332714991516887,25.40635392579598,25.420124567183095,26.203981404929706,25.72012257852602,25.31117997988156,25.159212124902187,24.86427699770085,24.681555877980166,24.752778829546553,24.805330241971113,24.552906988012644,24.35310037271585,24.459424841991094,24.363266983834595,24.22166934458091,24.02265819403028,23.978210798523428,23.7616557425716,23.59245112249183,23.38265747051075,22.919023333489733,22.795104918503522,22.914743102799974,22.737495673447196,23.14849003058663,23.33220624847322,23.74636630902901,23.460136057226872,23.652895017596233,23.564917204332477,23.0308407449366,23.218288864192797,22.895271920338534,23.290046214898645,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-23,25.732862465071452,25.359890515235275,25.43374522044711,25.448064932374354,26.228996326315396,25.74411239844884,25.33688964148189,25.183081077419033,24.8858513591953,24.705857827318344,24.770891046245318,24.824173628400757,24.571161321656618,24.36719179347752,24.475150976670527,24.38060420804139,24.22882193488191,24.03211875734348,23.989943973608945,23.76840182748556,23.60406292807114,23.410718886639962,22.942773479782815,22.829250777973044,22.915739177398514,22.745132645590278,23.143834995355853,23.344804002371454,23.765976628510394,23.46443265280964,23.668068694844933,23.553255092514092,23.056731890965025,23.20796399545767,22.892853606699305,23.28020765029519,22.035828586062912,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-28,25.836339763171857,25.49612949920324,25.57953524470802,25.599578921361594,26.36753793699902,25.87842330432897,25.485274886353878,25.318789128007026,25.016493274233337,24.85439275211563,24.882386177072746,24.94227222349818,24.688042534439507,24.46396843008112,24.57009589927324,24.482824686054897,24.282380847579347,24.09209314872662,24.043268703911394,23.801598439185845,23.656153593881765,23.532813296189545,23.045472164646796,22.974822393924505,22.915993690065118,22.77365677547839,23.11979817567677,23.394521528665116,23.845917323480148,23.477202091676798,23.72624919569637,23.498849059903367,23.159184826186888,23.16028968838067,22.879888919751696,23.23594148033873,22.63396007482405,22.189297792572138,19.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-29,25.857427472197873,25.52330104097098,25.610031728942545,25.631683952281136,26.397394475709813,25.907694564221302,25.51829493441982,25.348856342677813,25.04668754804329,24.888668703532517,24.908233328928674,24.970026829830516,24.71590561465944,24.488085309079473,24.59170545264386,24.505663414080253,24.29639082969779,24.1063234569061,24.052557673665497,23.808109139594716,23.665426166808366,23.553753828579662,23.06294804619372,22.999101847579364,22.91534683909959,22.777680904047894,23.11505869346281,23.402004898978344,23.858321751430346,23.478177857981258,23.734406728712674,23.489011464218812,23.17404952167389,23.151834821429315,22.877156766989916,23.228531768110003,22.72660740354302,22.392624735904135,20.743835288224567,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-30,25.878519045278424,25.550341583027695,25.64076906228811,25.664120873548406,26.427708391176694,25.937535496271384,25.552137381204357,25.379683532928,25.07796870050186,24.924103887788025,24.934980519069544,24.998856851181547,24.74494904504654,24.513518075881866,24.613937589087815,24.529035116255177,24.31134461808925,24.121170773049144,24.061351898594218,23.81456909685818,23.67434107549156,23.57361717508539,23.079477633366352,23.02188492294046,22.914573714114656,22.781263483522064,23.11043262855172,23.40877836788369,23.869610895829464,23.478734110846442,23.741515973330646,23.47961714323136,23.187128002026654,23.143826475274647,22.874417594459675,23.221695765982616,22.808532231150274,22.572266029727967,21.48108295377031,21.303668498531987,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-03,25.96138291430486,25.655650069460144,25.763656439475966,25.793951296160614,26.550446978105676,26.059698155894814,25.692276448993105,25.50761222757586,25.210456728999333,25.073353816529455,25.04775530424415,25.12132281526769,24.869046416664816,24.624899242098703,24.706525747197702,24.625266946248185,24.378481270531225,24.185307037184455,24.092034392091357,23.8398276709519,23.70672424794569,23.643317099230128,23.13707350764916,23.099607547915962,22.911397646643355,22.792589789617743,23.09403504876315,23.430233503260865,23.905053177904225,23.478263888191094,23.761467685967233,23.447374418883776,23.22422045838924,23.11687927428806,22.864041900834817,23.20018886263439,23.03553512868682,23.06420291860371,23.440715980051653,22.948464789070314,21.689167474865037,20.000000000000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-04,25.981307024609336,25.680827509548408,25.793694028467282,25.82555594850898,26.580668561308727,26.090146737538863,25.727569992019703,25.539912188914748,25.24444702663747,25.11145562201155,25.07653744777816,25.152749595321474,24.900994067818196,24.654185439514574,24.729923827798242,24.649353853348497,24.39650138754085,24.202146326378188,24.098765984204466,23.84597867025297,23.714083283088613,23.658582177295315,23.14960036006155,23.116119741040734,22.910890131579237,22.79504727337019,23.090711867246622,23.434590072537542,23.911909119495558,23.47788972277275,23.76491886255922,23.440867039361358,23.23051254983171,23.111547460501534,22.86177926552381,23.196224036404246,23.07083256259005,23.138757731863674,23.70158799974437,23.16192080281605,21.718179670491395,10.818055065933383,20.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-05,26.00075872007303,25.70537941197556,25.82320489097715,25.856491328634576,26.61039092203889,26.12025741967641,25.762611785567103,25.572017445201702,25.278411085687203,25.14945983045368,25.105230280143225,25.184129467667443,24.932909292075887,24.683674701173207,24.75317247711903,24.673206497106538,24.414785626420162,24.219159424109947,24.1051955545332,23.852057569021664,23.72117928740929,23.673089612618575,23.161477628330797,23.13163114959225,22.91060832161622,22.797493727123786,23.087787770747326,23.438694498044676,23.918126637416943,23.477567808085592,23.767977458137462,23.435055727117795,23.235931476951514,23.1068208569283,22.859717711190783,23.1927977156527,23.09912428102218,23.197513187585308,23.88842609893177,23.311495359738206,21.747178690745834,3.825796179509238,20.975978455107686,21.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-06,26.019668612145,25.729231164076452,25.852074325902635,25.88661024431559,26.63947256872752,26.14989308003613,25.797239312006447,25.603780178558882,25.3121769517075,25.187177079476314,25.133685992861054,25.215293076470424,24.96460925084044,24.713195048033747,24.776157811529547,24.696713263322426,24.433227062003326,24.23627627035295,24.111355835112303,23.85806147278304,23.728026917835166,23.68688813741857,23.172751123379754,23.14621831296226,22.91059965188387,22.799989547514496,23.085299661887884,23.4426137433532,23.923780195733592,23.477365819507114,23.770742670664898,23.429969889545553,23.240621569656614,23.102715814106023,22.857886581312812,23.18989603675293,23.12114068489964,23.24212606217275,24.009477909876402,23.404458719074576,21.77615595224665,-1.206697933647063,21.00190339944204,21.371363183399147,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-09,26.072526018808727,25.79590990842961,25.93378834495519,25.970740807090955,26.72159128941246,26.23469373547322,25.897140722543945,25.695647403563918,25.41069303064652,25.296861804672137,25.216276983172584,25.305931333055682,25.056743865732543,24.800348708228537,24.842489712944786,24.76413903339081,24.488495757398795,24.28758369900591,24.128513101073498,23.875597927726073,23.74721602822838,23.72447962979286,23.203374334396496,23.185141767196637,22.91261726425441,22.80830082654588,23.08075688435999,23.45385795065488,23.938039553631047,23.47807235580716,23.778168211726566,23.41929101183288,23.251630813164518,23.094248508489198,22.854026760099934,23.18419406677572,23.156343919520154,23.306548607544727,24.05466078501962,23.411276922667525,21.86283925779584,-6.7009377047500545,21.078848018198677,21.435036646566317,21.276214167256644,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-10,26.088671393547838,25.816308954786827,25.959080112929396,25.99631464226629,26.746872471654704,26.261211456325945,25.928658817804276,25.724711654810932,25.44211615809215,25.331735403475104,25.242472338951004,25.33472108904951,25.085960666592538,24.828441470568535,24.863409116676415,24.785275319002547,24.506590674913987,24.30446160452511,24.13387666616715,23.881277784645192,23.75320325662939,23.735879246589338,23.21264718707695,23.19672006548609,22.914082745257705,22.811496282080654,23.08029721493297,23.45761000002281,23.942098980745875,23.478915080916305,23.780616167886613,23.417310097605935,23.254673764358714,23.092733151337537,22.853354212039555,23.18324412152097,23.159898942545688,23.309654447468002,23.987402231139235,23.343688375666225,21.891600860312497,-5.9973719180989,21.104059628013573,21.455989846546164,21.30132928777855,21.320798982208277,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-11,26.10400045844813,25.83570530415175,25.983258238616227,26.020480576506166,26.7709384625668,26.286683571782408,25.959079667968552,25.75280663502941,25.472608503768218,25.365523589401167,25.267816187515038,25.362586372110336,25.114202726504097,24.855831321716444,24.883590411295746,24.805604534745186,24.524378623385083,24.321127957545873,24.139099444059127,23.886871832634693,23.75900528898271,23.74677567288298,23.221512577114467,23.207698856848832,22.91598897102753,22.814966739109376,23.080394643243995,23.46143960390514,23.945904568505753,23.48013230063007,23.783164952965393,23.41613340806419,23.25757820347925,23.091876060592742,22.8530163927396,23.182743351863436,23.160332556750532,23.305773232651198,23.88986439946922,23.250732645988784,21.920265694552544,-4.333194076834574,21.128977914048207,21.47674439460433,21.326203648854015,21.341520228385267,22.49745484189939,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
