dt_trading,2010-11-01,2010-11-02,2010-11-03,2010-11-04,2010-11-05,2010-11-08,2010-11-09,2010-11-10,2010-11-11,2010-11-12,2010-11-15,2010-11-16,2010-11-17,2010-11-18,2010-11-19,2010-11-22,2010-11-23,2010-11-24,2010-11-25,2010-11-26,2010-11-29,2010-11-30,2010-12-01,2010-12-02,2010-12-03,2010-12-06,2010-12-07,2010-12-08,2010-12-09,2010-12-10,2010-12-13,2010-12-14,2010-12-15,2010-12-16,2010-12-17,2010-12-20,2010-12-21,2010-12-22,2010-12-23,2010-12-24,2010-12-29,2010-12-30,2010-12-31,2011-01-04,2011-01-05,2011-01-06,2011-01-07,2011-01-10,2011-01-11,2011-01-12,2011-01-13,2011-01-14,2011-01-17,2011-01-18,2011-01-19,2011-01-20,2011-01-21,2011-01-24,2011-01-25,2011-01-26,2011-01-27,2011-01-28,2011-01-31,2011-02-01,2011-02-02,2011-02-03,2011-02-04,2011-02-07,2011-02-08,2011-02-09,2011-02-10,2011-02-11,2011-02-14,2011-02-15,2011-02-16,2011-02-17,2011-02-18,2011-02-21,2011-02-22,2011-02-23,2011-02-24,2011-02-25
2010-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-02,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-03,17.639972908732496,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-04,17.679789672153277,17.453877374091462,17.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-05,17.71930216973638,17.50759471802945,17.992951465189993,17.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-08,17.834680744821096,17.666299794035655,18.119932273908162,17.98014681849128,18.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-09,17.87169151331187,17.71793321878158,18.161070234606257,18.022421548990152,18.177464171975068,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-10,17.907804339991056,17.768727537035797,18.201363638385693,18.0637972528656,18.2047298556008,18.40144316746405,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-11,17.94292968380201,17.818572565957997,18.24068165984181,18.104094186725398,18.231611844844146,18.402725981002018,18.213300547373166,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-12,17.97698773506748,17.86736665662645,18.27890628429268,18.143150855526464,18.25794133380724,18.40370239082646,18.226439240290446,18.220732744662534,18.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
