dt_trading,2019-11-01,2019-11-04,2019-11-05,2019-11-06,2019-11-07,2019-11-08,2019-11-11,2019-11-12,2019-11-13,2019-11-14,2019-11-15,2019-11-18,2019-11-19,2019-11-20,2019-11-21,2019-11-22,2019-11-25,2019-11-26,2019-11-27,2019-11-28,2019-11-29,2019-12-02,2019-12-03,2019-12-04,2019-12-05,2019-12-06,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-27,2019-12-30,2019-12-31,2020-01-02,2020-01-03,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-24,2020-02-25,2020-02-26,2020-02-27
2019-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-04,11.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-05,11.247245399098334,12.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-06,11.468757991110467,12.917755396084791,13.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-07,11.688839248145936,13.084893869852067,13.972581911174522,13.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-08,11.90683302448837,13.25082908156941,14.110606041710248,13.276699861600765,13.711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-11,12.542352109932809,13.736115270149229,14.516221200194733,13.734123912238452,14.079111303679712,14.840999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-12,12.746266636658163,13.892123054174416,14.647080351111665,13.882361119945392,14.199072153910922,14.90787916850834,14.513000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-13,12.945437051847724,14.044555881183655,14.77509081246635,14.027587378361485,14.31680123246951,14.974238014154016,14.596799257952869,14.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-14,13.13945684888077,14.193050709051857,14.899899745191917,14.1693354584267,14.431847388011631,15.039593213463188,14.679937988292709,14.918609924165693,14.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-15,13.32796112765251,14.337281594609973,15.02118937961959,14.307183529589532,14.543802769749437,15.10350708656151,14.761803363351923,14.964714492509765,14.856474302415611,14.554000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-18,13.857355951091188,14.741687650073937,15.361290837398544,14.69379036177656,14.85769527259845,15.28289463313741,14.994507420940433,15.095609662135452,14.99316014195416,14.803552176488346,15.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-19,14.0209812860887,14.866345313822027,15.466026969908343,14.81272806198532,14.954075062360449,15.337560647034818,15.066315544904478,15.135557950669495,15.035195017959275,14.882376099121448,15.182017404754372,14.765000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-20,14.177890700040114,14.985665803755381,15.566180996747494,14.926337578162057,15.04597433271883,15.389267618639087,15.134656504534272,15.17318392459799,15.074817905754275,14.957756970408266,15.236912623405168,14.813570581749024,14.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-21,14.327968931936292,15.099545770441189,15.661645564635688,15.03446947080642,15.133245036221721,15.437846141391635,15.199264401578727,15.208274044060682,15.111734660669853,15.029097076973132,15.28968754254612,14.860928631501155,15.01184490973136,15.425999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-22,14.471142327284042,15.207918963402674,15.752348389690685,15.137019698926581,15.215782425973241,15.483171520953183,15.259930958973293,15.240664648197807,15.145714422772999,15.095905267344746,15.339496335967482,14.906008472519524,15.047531554832815,15.447596980343967,15.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-25,14.85912104684392,15.499891879514061,15.995689610005329,15.410820963851524,15.434596752100713,15.59905254038838,15.417064140410295,15.320750945065418,15.22867242392215,15.265825255152413,15.464899831975375,15.019600849379025,15.138539445906975,15.503546599850148,15.655717124906296,15.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
